,track_name,artist_name,album_name,genre,duration_ms,popularity,explicit,track_id,artist_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
106,Can I,Kehlani,It Was Good Until It Wasn't,dance,167810,68,True,0uDdI4fAXCuNhQbmxENdsO,0cGUm45nv7Z6M6qdXYQGTX,0.574,0.791,1,-3.752,1,0.11,0.419,0.0,0.0982,0.612,119.537
107,Fuck You Bitch,Wheeler Walker Jr.,Redneck Shit,country,202786,61,True,7uMBc5uxQRZNFowjhxH9WL,6PjV05LlULv9XmFu7HeAia,0.549,0.576,9,-6.282,1,0.0263,0.0364,1.94e-06,0.147,0.452,118.709
108,Let My Love Open The Door,Pete Townshend,Empty Glass,blues,164653,66,False,0otlwsD3mSogk7VJCTp6Kg,24Wa5wIZIo1sPkzVGP0B5p,0.651,0.653,0,-9.731,1,0.0545,0.365,0.000117,0.0742,0.729,164.912
109,Black And White,Niall Horan,Heartbreak Weather,dance,193089,73,False,7rpNuuoMbid56XkDsx2FjE,1Hsdzj7Dlq2I7tHP7501T4,0.443,0.582,2,-6.02,1,0.0482,0.0301,0.0,0.127,0.239,147.589
110,The Bastard,Whitefield Brothers,Original Raw Soul III,afrobeat,185652,25,False,5lw0dTUg5x65uT7dt59ffb,1ynl48Y4KflTXf1alW9g1L,0.617,0.905,6,-4.068,1,0.0394,0.0337,0.000717,0.656,0.814,95.155
111,Don't Call Me Up,Mabel,Ivy To Roses (Mixtape),dance,178480,77,False,5WHTFyqSii0lmT9R21abT8,1MIVXf74SZHmTIp4V4paH4,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994
112,Yes. Real High on the Plane.,Nate Bargatze,Full Time Magic,comedy,168204,34,False,0UV5PdMpg86ebLs7X0DhGn,7ySGZcqhTpH02Is5MZ0cfU,0.513,0.903,0,-6.618,1,0.945,0.793,0.0,0.909,0.325,95.1
113,Gouina,Little Symphony,Moul Falls,guitar,171604,37,False,4MnYQRSV9I3GnvNxJzQNPd,4SCWiQbJCMTHK737aNUqBJ,0.134,0.0188,0,-23.767,1,0.0439,0.898,0.974,0.109,0.0328,84.181
114,Hip-Hop,Dead Prez,Let's Get Free,hardcore,214066,61,True,2HoDr1yVksl19omOhc1zWy,2UBt0GWBuPVXlPisRvWzlD,0.725,0.737,4,-7.453,1,0.324,0.000633,0.00417,0.109,0.219,77.162
115,Change (with Kehlani),Arin Ray,Phases II - EP,chill,192546,56,True,2qhId6ko1ug9A0mw8BQJs8,6TvjXbopXg71XRM9OZWqUc,0.713,0.475,6,-4.436,0,0.0659,0.0608,7.55e-06,0.156,0.33,87.022
116,The Weekend,Brantley Gilbert,The Devil Don't Sleep,country,187760,61,False,48tAdjG4ng2JfECa7OQujk,5q8HGNo0BjLWaTAhRtbwxa,0.511,0.812,6,-4.763,0,0.0464,0.0496,1.64e-06,0.0829,0.692,81.992
117,You Got Me,The Roots,Things Fall Apart,hardcore,259306,66,True,4pdLZsxq0y5oJDb6Cxlokw,78xUyw6FkVZrRAtziFdtdu,0.729,0.442,11,-8.106,0,0.285,0.151,0.0,0.189,0.757,81.029
118,Позови меня с собой,Kvatro,XV лет. Посвящение женщине. Часть 3,romance,246575,19,False,2ndSIY6A6ErqGOyRByUn4t,4L0lCujgiE9mafXNDtPXip,0.493,0.503,5,-4.92,0,0.0486,0.657,0.0,0.217,0.224,139.294
119,Far Beyond The Sun,Yngwie Malmsteen,The Yngwie Malmsteen Collection,guitar,350026,44,False,4LLjDHDwBqsDVZxniYiJYe,5DpSoH5zCXNRqYai7pmcGG,0.152,0.762,5,-13.985,0,0.0956,0.0061,0.823,0.244,0.481,84.048
120,Walls Could Talk,Halsey,hopeless fountain kingdom (Deluxe),dance,101789,74,True,5ln5yQdUywVbf8HhFsOcd6,26VFTg2z8YR0cCuwLzESi2,0.626,0.423,1,-6.035,1,0.0513,0.128,0.0,0.18,0.571,95.162
121,Pongamos que hablo de Martínez,Jorge Drexler,Salvavidas de hielo,afrobeat,182453,50,False,3cApCJqmVwE23cxYUADZpx,4ssUf5gLb1GBLxi1BhPrVt,0.849,0.458,9,-10.962,1,0.132,0.893,0.000175,0.105,0.461,119.95
122,The Rubberband Man,The Spinners,The Rubberband Man / Now That We're Together,disco,213000,66,False,13Mzsb8VzRSZ5w3pM48cn6,5fbhwqYYh4YwUoEs582mq5,0.801,0.446,10,-14.605,1,0.0735,0.74,0.038,0.0832,0.925,97.898
123,Midnight River (feat. 6LACK),Pink Sweat$,Midnight River (feat. 6LACK),chill,184242,63,False,5HphhcOuLFWBj9IghbrKJB,1W7FNibLa0O0b572tB2w7t,0.497,0.351,1,-9.048,0,0.0648,0.777,0.0,0.157,0.234,171.719
124,"Помнишь, мама",Sergei Lemeshev,Никита Богословский: Три года ты мне снилась,romance,180613,1,False,3MG1HKuRBsJsk7fTbdrxh6,1RsJXxwObVjgTgT5YLQsJE,0.342,0.0832,5,-18.312,0,0.0482,0.952,0.0,0.354,0.264,89.943
125,ICONIC,aespa,Savage - The 1st Mini Album,k-pop,191200,63,False,5bMHrigI1EAmZdiyRzKoQi,6YVMFz59CuY7ngCxTxjpxE,0.816,0.842,8,-1.164,0,0.115,0.509,7.94e-06,0.0534,0.625,152.991
126,Kita Kita,Gasper Lawal,Nigeria 70 - Funky Lagos,afrobeat,360800,35,False,0sDc20D04QVMR1V3uF3RnQ,7jAPM35I7dAYPdKIfTUzwM,0.614,0.907,9,-6.565,1,0.0472,0.062,0.772,0.0936,0.841,118.361
127,We Gon' Boogaloo,C.W. Stoneking,Gon' Boogaloo,acoustic,207213,39,False,3BYbBJgQSkRzBewzeB22km,6FfC7T2cxMj6H7Q5mmqAYe,0.528,0.36,5,-12.946,1,0.0431,0.977,0.616,0.0702,0.802,82.658
128,CROWN,TOMORROW X TOGETHER,The Dream Chapter: STAR,k-pop,230706,66,False,0EmYZZ8OqeALedVhijSjsg,0ghlgldX5Dd6720Q3qFyQB,0.623,0.8,5,-5.819,1,0.0424,0.0497,0.0,0.0619,0.58,110.979
129,Trouble,Yusuf / Cat Stevens,Mona Bone Jakon (Remastered 2020),british,172773,51,False,2mEVBiiVvOAYjvzM3OED0T,08F3Y3SctIlsOEmKd6dnH8,0.538,0.168,6,-15.081,1,0.0561,0.707,0.0,0.0782,0.225,140.28
130,Don't Be Shy,Jennifer Pérez,Don't Be Shy,guitar,233012,45,False,5RmX0yhb5eeLI9QUawpnHp,6TbznI0U93j8IuSXoJ4bOz,0.665,0.24,4,-16.169,0,0.0628,0.968,0.959,0.111,0.368,139.856
131,I Feel for You,Chaka Khan,I Feel for You,disco,343400,60,False,5yR9u8QiOt8hJaddv32oo7,6mQfAAqZGBzIfrmlZCeaYT,0.698,0.912,11,-8.993,1,0.0675,0.0145,0.0225,0.279,0.797,124.917
132,Woo Hah!! Got You All in Check,Busta Rhymes,The Coming,hardcore,271973,53,True,09WxJCWFMWAxTHBLLelpDS,1YfEcTuGvBQ8xSD1f53UnK,0.842,0.831,1,-7.072,1,0.242,0.127,0.0,0.0881,0.814,92.053
133,Issues,Julia Michaels,Nervous System,dance,176320,75,False,7vu0JkJh0ldukEYbTVcqd0,0ZED1XzwlLHW4ZaG4lOT6m,0.728,0.415,8,-6.852,1,0.0639,0.401,0.0,0.0616,0.455,114.145
134,the old story,Trevor Hall,IN AND THROUGH THE BODY,acoustic,273298,45,False,0yjJg8qTkgYuD2bvt4kKZl,3RMHexittaAZkf8zukkZB8,0.599,0.293,3,-14.147,1,0.0292,0.822,0.0282,0.497,0.274,137.948
135,Gimme All Your Lovin',ZZ Top,Eliminator,blues,241080,70,False,0OBwxFLu6Yj61s2OagYbgY,2AM4ilv6UzW0uMRuqKtDgN,0.63,0.788,5,-6.7,1,0.0298,0.00322,0.0237,0.0883,0.63,120.059
136,Is He Worthy?,Chris Tomlin,Holy Roar,world-music,271920,52,False,4E43YlwUlpYDJIxcMjt0S7,6pRi6EIPXz4QJEOEsBaA0m,0.357,0.552,4,-6.084,1,0.0289,0.153,0.0,0.112,0.217,145.811
137,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",David Guetta,Listen (Deluxe),dance,192560,63,False,5b2bu6yyATC1zMXDGScJ2d,1Cs0zKBU1kc0i8ypK3B9ai,0.596,0.73,9,-4.091,1,0.151,0.24,0.0,0.325,0.525,85.979
138,Letting Someone Go,Zach Bryan,DeAnn,country,239761,68,False,6Wxx1jXr6EyGdt8RuYFzvj,40ZNYROS4zLfyyBSs2PGe2,0.543,0.117,0,-15.153,1,0.0389,0.811,0.0,0.147,0.395,83.607
139,Work (Paid for That?),Lil Dicky,Professional Rapper,comedy,295917,41,True,4m0nXIRQh40JqF8n4KiTK7,1tqhsYv8yBBdwANFNzHtcr,0.862,0.628,1,-7.615,1,0.395,0.488,0.0,0.635,0.39,124.907
140,Chin Check,N.W.A.,N.W.A. Greatest Hits,hardcore,263040,59,True,2wMC9z6zA191MTY0CcNcWh,4EnEZVjo3w1cwcQYePccay,0.858,0.713,7,-7.374,1,0.37,0.151,2.65e-05,0.315,0.667,100.012
141,Loose Change (feat. Earl Sweatshirt),The Alchemist,This Thing Of Ours,hardcore,118398,62,True,2Z5MbKovyels3EXitye0eo,0eVyjRhzZKke2KFYTcDkeu,0.506,0.628,9,-8.167,1,0.175,0.146,2.91e-05,0.135,0.363,86.131
142,Unforgettable,Thomas Rhett,Life Changes,country,157080,67,False,30MM5jWpUmOxtTNd9Ey5LZ,6x2LnllRG5uGarZMsD4iO8,0.661,0.75,7,-5.497,1,0.0314,0.0303,0.000132,0.0849,0.828,130.077
143,Magic Mike Story,Gabriel Iglesias,Aloha Fluffy,comedy,949186,33,True,1DNIM36GJM2uBqiPemVtuE,4mB2yDrWdUxy5tISyQPvpu,0.511,0.859,5,-5.104,1,0.915,0.875,0.0,0.913,0.43,70.457
144,Waves,Luke Bryan,Born Here Live Here Die Here (Deluxe Edition),country,228440,66,False,027269uzraETHuoG6aMs6a,0BvkDsjIUla7X0k6CSWh1I,0.494,0.771,1,-4.309,1,0.0626,0.0649,0.0,0.11,0.371,136.053
145,Fly To My Room,BTS,BE,k-pop,222242,70,False,1NHl9g36Ebu3g16y0vtUNV,3Nrfpe0tUJi4K4DXYWgMUX,0.764,0.526,11,-7.355,1,0.212,0.0484,0.0,0.0718,0.588,114.91
146,I Don't Drink,Norm MacDonald,Me Doing Standup,comedy,212346,37,True,0Z5awFOgFqQeXqPxUp0EJC,4zJBJBMBUDWrtXDgG5edS1,0.591,0.745,2,-9.077,0,0.957,0.708,0.0,0.676,0.366,68.299
147,All Of Me,Royal Liverpool Philharmonic Orchestra,Pop Goes Classical,british,198053,46,False,1BpGZ5bqIC0F6nbK27G4xP,6I6fmQU7HGrUsCm4B5Nlk3,0.213,0.073,10,-22.419,1,0.0429,0.938,0.892,0.0952,0.244,92.078
148,Under My Thumb,The Rolling Stones,Aftermath,british,221533,63,False,5lmGgOaixbwKHtpTzjJoqx,22bE4uQ6baNwSHPVcDxLCe,0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986
149,"Cigarette (Feat. Tablo, MISO)",offonoff,boy.,chill,241765,58,False,14p5EKgbPx4U3P1j5JNHeh,0dTj3SqwE8kPnCzyzvYzhT,0.776,0.392,5,-10.493,0,0.207,0.271,2.21e-06,0.14,0.438,87.98
150,Remembrance - Live/Acoustic,Hillsong Worship,There Is More (Live),world-music,310760,43,False,52pWX2yqr5nl5ZQeP4bj0M,3SgHzT552wy2W8pNLaLk24,0.523,0.194,4,-13.744,1,0.0302,0.821,0.0,0.107,0.116,139.923
151,Hot Hands,Darius,Romance,disco,253090,63,False,5yfHDmZHjMw2gLjbghG90V,5vfEaoOBcK0Lzr07WN8KaK,0.849,0.558,10,-9.23,0,0.0437,0.0498,0.00634,0.119,0.35,109.991
152,Pool Party(Rollin’ right now),Kep1er,<Queendom2> Part.2-2,k-pop,240960,0,False,4RsGFsrL1NeUlKv6Zourbp,5R7AMwDeroq6Ls0COQYpS4,0.692,0.878,5,-2.835,1,0.066,0.00354,4.15e-05,0.0468,0.315,124.005
153,By My Side,Marizu,By My Side,afrobeat,227184,32,False,4NkFRlclEOjevP86QrHA3E,4rwolwLHj97rPwbhyNSeU9,0.653,0.787,4,-6.05,0,0.0295,0.194,0.000273,0.649,0.608,103.038
154,Sweet Chaos,DAY6,The Book of Us : Entropy,k-pop,227240,58,False,499qjESUqiZjlNI7XQhyLp,5TnQc2N1iKlFjYD7CPGvFc,0.335,0.937,11,-1.895,0,0.0737,0.00502,0.0,0.51,0.529,199.692
155,Pacific Theme,Broken Social Scene,You Forgot It In People,chill,309186,52,False,03gKdAQAswBo7v4p8F1An4,7lOJ7WXyopaxri0dbOiZkd,0.723,0.703,0,-9.495,1,0.0318,0.0272,0.313,0.0979,0.767,129.725
156,Odessa,Caribou,Swim,chill,315585,53,False,3D1P3oPecqAQy2u33gAhsM,4aEnNH9PuU1HF3TsZTru54,0.681,0.915,1,-5.974,1,0.042,0.00334,0.0841,0.354,0.606,118.029
157,Psycho! (Remix) (feat. Trippie Redd),MASN,How To Kill A Rockstar,chill,159657,58,True,3H2XRBhgSShmlFL7xYTIkC,4HAfqyKr4Sqtab6ttHWXgE,0.907,0.409,7,-7.383,1,0.065,0.384,0.0,0.161,0.565,115.023
158,Gbomei Adesai,The Psychedelic Aliens,Psycho African Beat,afrobeat,188586,37,False,3aup2Wb74T0uWASlue8sqP,7KJFSOY3DpBSS9yy8vCGWG,0.618,0.726,10,-6.502,1,0.0374,0.671,0.418,0.12,0.683,115.918
159,La Vida (Respira el Momento),Calle 13,MultiViral,afrobeat,329320,52,False,78neLGeYFmdA5hNBJ4jjkO,0yNSzH5nZmHzeE2xn6Xshb,0.584,0.664,4,-7.095,0,0.0412,0.192,0.0,0.305,0.452,139.997
160,U,TREASURE,THE SECOND STEP : CHAPTER ONE,k-pop,168804,67,False,5NIHhuAdsaZHmGeEoHiGY7,3KonOYiLsU53m4yT7gNotP,0.873,0.537,11,-5.178,1,0.0587,0.211,0.0,0.292,0.594,115.981
161,Together,Kato,Anime & Sleep 3,anime,39998,53,False,5d4KIKFKUirAHz5y7q3Smp,3yTNaLgtCufxUYDsWa5MpA,0.496,0.00355,2,-40.1,0,0.0615,0.994,0.945,0.0656,0.682,163.132
162,原諒我就是這樣的女生,Penny Tai,原諒我就是這樣的女生,malay,244323,28,False,4RgqfHadL7LHPFObb5b85X,0qmPs7q4bykvrS8NMZk7ud,0.5,0.454,0,-8.056,1,0.0406,0.831,0.0,0.0987,0.449,141.666
163,Bill Hicks Was a Poet,Marc Maron,Thinky Pain,comedy,194534,28,True,4N33tXjNdlqXmuZHznkVg4,66VG2mrV8hpXCAiPI5WYG6,0.62,0.717,11,-7.81,0,0.864,0.855,0.0,0.914,0.65,106.987
164,The News,Norm MacDonald,Me Doing Standup,comedy,796120,36,True,0YRRKKK6DLZhJpnwzv4fCL,4zJBJBMBUDWrtXDgG5edS1,0.474,0.79,6,-8.702,0,0.953,0.758,0.0,0.882,0.353,66.789
165,Circle of Life,Casper Esmann,Fingerstyle Arrangements,guitar,248087,32,False,0st3RFdsTDF97rM4AbvPW3,6HAdDbfnR8PXoiGqU5cJeD,0.498,0.507,3,-9.41,1,0.0278,0.568,0.707,0.115,0.214,84.273
166,Haggis Express,The Haggis Horns,Haggis Express,afrobeat,238595,31,False,0XxGhJd8o4wVTYIeoqj9A1,5teuZRCtxzfuYW98XOwtxu,0.771,0.881,11,-5.594,0,0.0463,0.124,0.839,0.154,0.945,112.816
167,Belt,Mitch Hedberg,Do You Believe in Gosh?,comedy,210000,30,True,6HzqyNWluahwQu0ckDRxLf,4njlfhIxklOkrds9Y9o5ZZ,0.478,0.955,2,-8.611,1,0.925,0.912,2.13e-06,0.828,0.077,115.342
168,Zaharila,El Michels Affair,Yeti Season (Deluxe Version),afrobeat,221097,32,False,0z9GDwllWJctFf1u4b3QhZ,0cLrgpG3pW4MX4nD8h6qCc,0.378,0.596,0,-6.61,1,0.0316,0.0788,0.000628,0.488,0.501,81.873
169,SAPE KATA,SonaOne,SAPE KATA,malay,167088,37,False,66twziLMMpdfIHnl9p1WRs,7qM9nMv6HFHFUpiN034R3z,0.637,0.496,8,-6.545,1,0.383,0.186,0.0,0.108,0.59,78.808
170,Subliminal,Suicidal Tendencies,Suicidal Tendencies,hardcore,188133,51,False,2zeAo1ddhjm1TioD77dDSV,3WPKDlucMsXH6FC1XaclZC,0.467,0.885,9,-8.226,0,0.0446,0.0181,0.0,0.364,0.452,94.397
171,You Will Never Be One of Us,Nails,You Will Never Be One of Us,hardcore,89867,47,True,3rjNoyEanqWA5znCy2rAdO,69a2GzMCkrrTrN9iVmP8Ys,0.122,0.965,7,-5.667,0,0.149,1.27e-05,0.738,0.356,0.0854,81.674
172,Stay With Me,DeBarge,In A Special Way,disco,225573,47,False,5jlcCqsD7yJdwhZYAhoCFY,6is2U7I1jlI8PjxNZOHIMV,0.606,0.406,5,-16.478,1,0.0413,0.291,4.09e-05,0.221,0.699,89.851
173,Busted Heart (Hold On To Me),for KING & COUNTRY,Crave,world-music,198786,43,False,3p6xfj47lt8TfOax2oB2Mr,3sDbKMebVH2VYcRSl7u1VC,0.514,0.54,0,-6.819,1,0.0263,0.045,0.0194,0.0878,0.309,101.061
174,Emnete,Mulatu Astatke,New York - Addis - London: The Story of Ethio Jazz 1965-1975,afrobeat,209600,31,False,3TLUXlQmfTboGRlH5AtBmF,7HGFXtBhRq3g1Ma3nH4Rgv,0.746,0.439,1,-11.84,1,0.0331,0.848,0.851,0.056,0.868,119.866
175,Satu Hari Di Hari Raya,M. Nasir,Jom Balik Kampung...Raya,malay,211093,44,False,6ZN42sab1v6S5jfBzOLndl,2O8MDsUKNHTgwoodOefHYD,0.556,0.779,11,-6.095,0,0.029,0.299,0.0,0.481,0.811,146.014
176,Happy in This Bar,Halle Kearns,Happy in This Bar,country,157133,66,False,1Gp7GfpmFy7DTYAWZ5wERJ,1qhXfHiXKvDP2563X2uFpY,0.62,0.571,2,-6.439,1,0.0339,0.202,0.0,0.268,0.321,149.833
177,Las transeúntes,Jorge Drexler,Amar la trama,afrobeat,303080,48,False,6ngM4BI3VW2fe0SzQX7Ouw,4ssUf5gLb1GBLxi1BhPrVt,0.741,0.532,7,-8.238,1,0.0325,0.821,1.99e-05,0.184,0.658,101.918
178,Love On Top,Beyoncé,4,dance,267413,74,False,1z6WtY7X4HQJvzxC4UgkSf,6vWDO969PvNqNYHIOW5v0m,0.652,0.748,0,-5.242,1,0.0887,0.0849,0.0,0.604,0.652,94.1
179,FANCY,TWICE,FANCY YOU,k-pop,213880,76,False,2qQpFbqqkLOGySgNK8wBXt,7n2Ycct7Beij7Dj7meI4X0,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.0,0.627,0.775,132.018
180,Fantasy,"Earth, Wind & Fire",All 'N All,disco,277413,55,False,2GH5jo15wbTv1Ll7zXEzSg,4QQgXkCYTt3BlENzhyNETg,0.608,0.745,4,-8.772,0,0.0857,0.323,0.00428,0.135,0.614,88.941
181,Halftime,Nas,Illmatic,hardcore,260799,59,True,2PRsh2LNPxoxC9OnErnelg,20qISvAhX20dpIbOOzGK3q,0.766,0.793,4,-6.638,0,0.166,0.0303,8.09e-06,0.173,0.652,91.925
182,Heartbreak Anniversary,Andrew Foy,Heartbreak Anniversary,guitar,199256,38,False,6VaOARPRLSrwvwkUd3n8fC,65vC7eduMeu5MYUXVqIhyg,0.674,0.122,1,-17.963,1,0.0427,0.882,0.0,0.139,0.339,130.014
183,She Is,Ben Rector,Something Like This,acoustic,204773,41,False,25Lv617AFeuq6v0eEvZlZo,4AapPt7H6bGH4i7chTulpI,0.471,0.811,2,-5.419,1,0.0524,0.0104,0.0,0.335,0.558,80.01
184,Broken Record,GSoul,Hate Everything,chill,192360,58,False,4TF240Qq2I1cr2Ysvfps4d,4oEXworvhegyK83rZwVyWL,0.703,0.599,6,-7.127,1,0.101,0.2,0.0,0.428,0.851,104.048
185,On My Own - 2019 remaster,Ulrich Schnauss,A Strangely Isolated Place,guitar,399720,42,False,4Dr5E6cgmQ484OQMDCZ7z0,4znPt0HV6Ik0iR8sR4GAJE,0.398,0.664,11,-10.003,1,0.0393,0.0923,0.948,0.359,0.19,139.861
186,"You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack",Bee Gees,Children Of The World,disco,256493,67,False,2xiOdusRnZezQok1RgLNeS,1LZEQNv7sE11VDY3SdxQeN,0.681,0.716,0,-10.911,1,0.0333,0.0182,0.17,0.337,0.963,123.009
187,Tuff Enuff,The Fabulous Thunderbirds,Tuff Enuff,blues,202400,47,False,5A6NxpltFMv6jCsuA1qRHQ,6zmLTiN3NBNCDECRbbJKkT,0.58,0.663,6,-11.48,0,0.0385,0.0735,0.00211,0.645,0.718,116.305
188,Drunk on Your Love,Brett Eldredge,Illinois,country,173960,60,False,1jNNHFZmRGXZFHlil5uhei,0qSX3s5pJnAlSsgsCne8Cz,0.443,0.831,11,-5.606,1,0.0616,0.414,0.0,0.204,0.588,182.064
189,Make Up,Sam Kim,Sun And Moon,chill,207493,61,False,19zsSUEuJNzNA6eqInqyF9,4BBN286rBKyCWsSPq2cxYO,0.698,0.497,0,-6.606,1,0.0825,0.502,0.0,0.0918,0.646,124.942
190,Up,Luke Bryan,Born Here Live Here Die Here (Deluxe Edition),country,183597,66,False,1GOMHxclGDvkcODCfYuuje,0BvkDsjIUla7X0k6CSWh1I,0.432,0.488,3,-7.128,1,0.0305,0.298,9.5e-05,0.158,0.222,176.038
191,"How can I love the heartbreak, you're the one I love",AKMU,SAILING,k-pop,290095,65,False,0hqj5JBnFt1BHEz2UCFwrl,6OwKE9Ez6ALxpTaKcT5ayv,0.52,0.248,5,-8.675,1,0.0355,0.91,1.36e-06,0.118,0.228,129.214
192,Afflicted,Hollow Front,Loose Threads,hardcore,291967,49,False,2gpw73Uq840rdD5YqJZkWk,50YmW8f4U5IxTIwYI9mGAe,0.185,0.941,4,-5.028,0,0.129,0.029,0.0,0.109,0.169,164.215
193,Cruel Summer,Bananarama,Bananarama (Collector's Edition),disco,215326,65,False,2EGaDf0cPX789H3LNeB03D,3sc7iUG1Wwpwx7bHeZolgx,0.666,0.871,1,-6.017,0,0.0272,0.27,0.0208,0.263,0.936,108.501
194,"Back Then, Right Now",Tenille Arts,"Back Then, Right Now",country,182066,63,False,1AIlY4mVcOY34SNA4CTVbC,0gSAxSvAApQc71cTpoXDFu,0.582,0.724,5,-3.21,1,0.0319,0.0142,0.0,0.0484,0.495,76.986
195,Aesthetic? (More Like Ass-Pathetic),Panucci's Pizza,All The Toppings,acoustic,198741,54,True,2fTsxw433lT9uYnIH3ihDU,5GLpYMkUSUNq5kLLeBovSi,0.473,0.334,10,-6.785,1,0.0371,0.959,7.4e-05,0.28,0.412,117.441
196,Приходите В Мой Дом,Vika Tsyganova,Золотые Хиты,romance,211653,15,False,4Uf7jatoO8hJm2AGweszkn,6B9ocOUg3cA75HOCqix6M3,0.626,0.692,4,-6.58,0,0.0449,0.421,0.0,0.541,0.826,86.731
197,Last Caress,Misfits,Collection 2,hardcore,119826,53,False,0S8LgLoseDB6W2HWd1ym6P,1cXi8ALPQCBHZbf0EgP4Ey,0.181,0.946,0,-5.308,1,0.096,0.0257,0.223,0.344,0.363,178.743
198,我喜歡,Fish Leong,戀愛的力量,malay,292213,27,False,48CO1sBqnU2BfTSXstmFno,3aIDSTKS9yH745GUQBxDcS,0.777,0.413,1,-8.283,1,0.0314,0.67,1.51e-06,0.1,0.357,105.099
199,Self-Made,Bryson Tiller,True to Self,k-pop,167853,54,True,2rUwQj4SWaP2anuGDtNpYR,2EMAnMvWE2eb56ToJVfCWs,0.932,0.702,7,-3.459,0,0.0904,0.00304,1.86e-05,0.267,0.533,143.001
200,The Reason,Travis Cottrell,The Reason,world-music,277480,43,False,5JJPHbFPolI3dl8VbUuoAs,4q7PS6zi0CyrEo23orQCkW,0.493,0.608,0,-7.928,1,0.0276,0.121,0.0,0.116,0.35,83.026
201,I'm Not in Love,Acoustic Guitar Collective,"Golden Covers, Vol. 3",guitar,200158,40,False,6yGirnFv9LeI6Wfk4889RM,4uUpWtX0o0EM3p4P5L5X6n,0.71,0.0898,4,-17.583,1,0.071,0.987,0.927,0.111,0.144,122.483
202,as long as it takes you,keshi,as long as it takes you,chill,185699,54,False,2XpmzywSGH1OILU0mxSHBy,3pc0bOVB5whxmD50W79wwO,0.876,0.288,1,-9.208,0,0.321,0.449,0.000396,0.3,0.279,139.994
203,Patagonia Wind,Las Almas Nuevas,Patagonia Wind,guitar,211000,48,False,1fl6ukQEOZMlVTjncfPXph,5LSP2iBRUfSpFUY7xOislt,0.461,0.279,4,-15.836,1,0.0883,0.975,0.908,0.0981,0.311,112.015
204,This I Believe (The Creed) - Live,Hillsong Worship,No Other Name (Deluxe Edition/Live),world-music,401760,58,False,4Hrr4U80Rk1tWXlP8RFTAb,3SgHzT552wy2W8pNLaLk24,0.428,0.627,0,-6.307,1,0.0306,0.012,0.0,0.56,0.17,142.063
205,Державная царица,Zhanna Bichevskaya,Мы - русские,romance,355253,4,False,2Q4B2hCVCNAmB4wrG774CN,3R9gRNvsM5PAeYNbkFDHZS,0.247,0.368,8,-8.91,0,0.0279,0.847,0.0,0.169,0.0817,98.349
206,Air Emergency,Hannibal Buress,Animal Furnace,comedy,196786,31,True,54GYsEeJWcdURBd5XvDbnP,4GIqbOr0FgE9qmJ31kVYdD,0.652,0.738,5,-8.222,1,0.946,0.848,0.0,0.603,0.392,120.315
207,Dingga,MAMAMOO,Dingga,k-pop,179080,63,False,0bDYceyQd1jnJO4sK47YxU,0XATRDCYuuGhk0oE7C0o5G,0.772,0.925,9,-2.788,0,0.108,0.0549,0.0,0.201,0.795,119.963
208,September In The Rain,Dinah Washington,September In The Rain,blues,129333,60,False,2csA2nDUNR5TfQEn1I7nt4,32LHRiof0sa4taYew9i3Fa,0.401,0.213,1,-13.124,1,0.0545,0.346,1.05e-05,0.0596,0.678,110.611
209,Replay,SHINee,The SHINee World - The First Album,k-pop,213826,58,False,1rp986nzkyAX1wFpxzbwlC,2hRQKC0gqlZGPrmUKbcchR,0.716,0.779,1,-2.203,1,0.0805,0.178,1.16e-06,0.167,0.59,99.977
210,Biarkanlah,Drama Band,Biarkanlah,malay,253561,45,False,0TbxuF4pkOZBfdBipPorYQ,5NWfEZx5XGbVCAQTjhSxlR,0.502,0.519,0,-6.412,1,0.0317,0.133,0.0,0.149,0.319,124.334
211,Hari Yang Mulia,Datuk Sharifah Aini,Best Hit Nostalgia Hari Raya Aidilfitri Koleksi 30 Lagu Hit Nostalgia Hari Raya,malay,204240,45,False,1K7ZMaFUlRaEkgL8ykmL8p,0EAfDSxGzS4bal72IMoHHQ,0.384,0.439,7,-7.894,0,0.0305,0.568,0.0,0.174,0.488,115.034
212,Door Deal,Mitch Hedberg,Do You Believe in Gosh?,comedy,148520,36,True,65UbJhmHc4BauIjQ6BYkTq,4njlfhIxklOkrds9Y9o5ZZ,0.463,0.943,9,-12.202,0,0.926,0.909,1.16e-05,0.863,0.102,122.576
213,Satisfy Me,Anderson East,Delilah,blues,155226,50,False,0OsGdYAv9kY6BxLlMg9622,5q6z6GTth6lMbL9I8CAgby,0.659,0.718,11,-6.17,1,0.0243,0.0642,0.0,0.235,0.88,104.779
214,Gold - 2003 Remaster,Spandau Ballet,True (Special Edition),disco,290720,62,False,0Z9UkcT1pnrmLciUJPcMMS,2urZrEdsq72kx0UzfYN8Yv,0.724,0.802,10,-6.117,0,0.0337,0.25,0.0016,0.342,0.729,143.116
